,구분,죄종,발생검거,건수,date
615,수서,강간,검거,43.0,2001-01-01
616,수서,절도,발생,1665.0,2001-01-01
617,수서,절도,검거,632.0,2001-01-01
618,수서,폭력,발생,3164.0,2001-01-01
619,수서,폭력,검거,2629.0,2001-01-01
620,중부,살인,발생,1.0,2002-01-01
621,중부,살인,검거,2.0,2002-01-01
622,중부,강도,발생,21.0,2002-01-01
623,중부,강도,검거,18.0,2002-01-01
624,중부,강간,발생,59.0,2002-01-01
625,중부,강간,검거,24.0,2002-01-01
626,중부,절도,발생,1205.0,2002-01-01
627,중부,절도,검거,810.0,2002-01-01
628,중부,폭력,발생,1392.0,2002-01-01
629,중부,폭력,검거,1341.0,2002-01-01
630,종로,살인,발생,0.0,2002-01-01
631,종로,살인,검거,1.0,2002-01-01
632,종로,강도,발생,20.0,2002-01-01
633,종로,강도,검거,21.0,2002-01-01
634,종로,강간,발생,33.0,2002-01-01
635,종로,강간,검거,30.0,2002-01-01
636,종로,절도,발생,874.0,2002-01-01
637,종로,절도,검거,1102.0,2002-01-01
638,종로,폭력,발생,1593.0,2002-01-01
639,종로,폭력,검거,1471.0,2002-01-01
640,남대문,살인,발생,2.0,2002-01-01
641,남대문,살인,검거,3.0,2002-01-01
642,남대문,강도,발생,26.0,2002-01-01
643,남대문,강도,검거,25.0,2002-01-01
644,남대문,강간,발생,20.0,2002-01-01
645,남대문,강간,검거,19.0,2002-01-01
646,남대문,절도,발생,1146.0,2002-01-01
647,남대문,절도,검거,897.0,2002-01-01
648,남대문,폭력,발생,1090.0,2002-01-01
649,남대문,폭력,검거,1020.0,2002-01-01
650,서대문,살인,발생,1.0,2002-01-01
651,서대문,살인,검거,1.0,2002-01-01
652,서대문,강도,발생,75.0,2002-01-01
653,서대문,강도,검거,76.0,2002-01-01
654,서대문,강간,발생,40.0,2002-01-01
655,서대문,강간,검거,34.0,2002-01-01
656,서대문,절도,발생,1748.0,2002-01-01
657,서대문,절도,검거,1798.0,2002-01-01
658,서대문,폭력,발생,2083.0,2002-01-01
659,서대문,폭력,검거,1935.0,2002-01-01
660,혜화,살인,발생,4.0,2002-01-01
661,혜화,살인,검거,4.0,2002-01-01
662,혜화,강도,발생,28.0,2002-01-01
663,혜화,강도,검거,23.0,2002-01-01
664,혜화,강간,발생,82.0,2002-01-01
665,혜화,강간,검거,42.0,2002-01-01
666,혜화,절도,발생,1574.0,2002-01-01
667,혜화,절도,검거,1094.0,2002-01-01
668,혜화,폭력,발생,2019.0,2002-01-01
669,혜화,폭력,검거,1843.0,2002-01-01
670,용산,살인,발생,2.0,2002-01-01
671,용산,살인,검거,3.0,2002-01-01
672,용산,강도,발생,64.0,2002-01-01
673,용산,강도,검거,30.0,2002-01-01
674,용산,강간,발생,58.0,2002-01-01
675,용산,강간,검거,37.0,2002-01-01
676,용산,절도,발생,1837.0,2002-01-01
677,용산,절도,검거,2019.0,2002-01-01
678,용산,폭력,발생,2049.0,2002-01-01
679,용산,폭력,검거,1718.0,2002-01-01
680,성북,살인,발생,6.0,2002-01-01
681,성북,살인,검거,6.0,2002-01-01
682,성북,강도,발생,26.0,2002-01-01
683,성북,강도,검거,86.0,2002-01-01
684,성북,강간,발생,49.0,2002-01-01
685,성북,강간,검거,25.0,2002-01-01
686,성북,절도,발생,877.0,2002-01-01
687,성북,절도,검거,1557.0,2002-01-01
688,성북,폭력,발생,1465.0,2002-01-01
689,성북,폭력,검거,1368.0,2002-01-01
690,동대문,살인,발생,8.0,2002-01-01
691,동대문,살인,검거,8.0,2002-01-01
692,동대문,강도,발생,71.0,2002-01-01
693,동대문,강도,검거,55.0,2002-01-01
694,동대문,강간,발생,72.0,2002-01-01
695,동대문,강간,검거,63.0,2002-01-01
696,동대문,절도,발생,2032.0,2002-01-01
697,동대문,절도,검거,2186.0,2002-01-01
698,동대문,폭력,발생,3602.0,2002-01-01
699,동대문,폭력,검거,3461.0,2002-01-01
700,마포,살인,발생,4.0,2002-01-01
701,마포,살인,검거,6.0,2002-01-01
702,마포,강도,발생,144.0,2002-01-01
703,마포,강도,검거,177.0,2002-01-01
704,마포,강간,발생,60.0,2002-01-01
705,마포,강간,검거,57.0,2002-01-01
706,마포,절도,발생,2895.0,2002-01-01
707,마포,절도,검거,1977.0,2002-01-01
708,마포,폭력,발생,3267.0,2002-01-01
709,마포,폭력,검거,2877.0,2002-01-01
710,영등포,살인,발생,3.0,2002-01-01
711,영등포,살인,검거,2.0,2002-01-01
712,영등포,강도,발생,51.0,2002-01-01
713,영등포,강도,검거,62.0,2002-01-01
714,영등포,강간,발생,55.0,2002-01-01
715,영등포,강간,검거,51.0,2002-01-01
716,영등포,절도,발생,2723.0,2002-01-01
717,영등포,절도,검거,2388.0,2002-01-01
718,영등포,폭력,발생,2636.0,2002-01-01
719,영등포,폭력,검거,2320.0,2002-01-01
720,성동,살인,발생,4.0,2002-01-01
721,성동,살인,검거,5.0,2002-01-01
722,성동,강도,발생,37.0,2002-01-01
723,성동,강도,검거,50.0,2002-01-01
724,성동,강간,발생,42.0,2002-01-01
725,성동,강간,검거,25.0,2002-01-01
726,성동,절도,발생,1563.0,2002-01-01
727,성동,절도,검거,1660.0,2002-01-01
728,성동,폭력,발생,2234.0,2002-01-01
729,성동,폭력,검거,2062.0,2002-01-01
730,동작,살인,발생,10.0,2002-01-01
731,동작,살인,검거,8.0,2002-01-01
732,동작,강도,발생,56.0,2002-01-01
733,동작,강도,검거,24.0,2002-01-01
734,동작,강간,발생,43.0,2002-01-01
735,동작,강간,검거,36.0,2002-01-01
736,동작,절도,발생,2358.0,2002-01-01
737,동작,절도,검거,1876.0,2002-01-01
738,동작,폭력,발생,2299.0,2002-01-01
739,동작,폭력,검거,2088.0,2002-01-01
740,광진,살인,발생,12.0,2002-01-01
741,광진,살인,검거,15.0,2002-01-01
742,광진,강도,발생,88.0,2002-01-01
743,광진,강도,검거,71.0,2002-01-01
744,광진,강간,발생,90.0,2002-01-01
745,광진,강간,검거,62.0,2002-01-01
746,광진,절도,발생,3607.0,2002-01-01
747,광진,절도,검거,2331.0,2002-01-01
748,광진,폭력,발생,3749.0,2002-01-01
749,광진,폭력,검거,3332.0,2002-01-01
750,서부,살인,발생,5.0,2002-01-01
751,서부,살인,검거,6.0,2002-01-01
752,서부,강도,발생,158.0,2002-01-01
753,서부,강도,검거,170.0,2002-01-01
754,서부,강간,발생,38.0,2002-01-01
755,서부,강간,검거,39.0,2002-01-01
756,서부,절도,발생,1761.0,2002-01-01
757,서부,절도,검거,1517.0,2002-01-01
758,서부,폭력,발생,2187.0,2002-01-01
759,서부,폭력,검거,2055.0,2002-01-01
760,강북,살인,발생,7.0,2002-01-01
761,강북,살인,검거,7.0,2002-01-01
762,강북,강도,발생,79.0,2002-01-01
763,강북,강도,검거,89.0,2002-01-01
764,강북,강간,발생,69.0,2002-01-01
765,강북,강간,검거,65.0,2002-01-01
766,강북,절도,발생,1847.0,2002-01-01
767,강북,절도,검거,1261.0,2002-01-01
768,강북,폭력,발생,3035.0,2002-01-01
769,강북,폭력,검거,2775.0,2002-01-01
770,금천,살인,발생,16.0,2002-01-01
771,금천,살인,검거,22.0,2002-01-01
772,금천,강도,발생,73.0,2002-01-01
773,금천,강도,검거,54.0,2002-01-01
774,금천,강간,발생,64.0,2002-01-01
775,금천,강간,검거,61.0,2002-01-01
776,금천,절도,발생,2061.0,2002-01-01
777,금천,절도,검거,1760.0,2002-01-01
778,금천,폭력,발생,3864.0,2002-01-01
779,금천,폭력,검거,3463.0,2002-01-01
780,중랑,살인,발생,8.0,2002-01-01
781,중랑,살인,검거,8.0,2002-01-01
782,중랑,강도,발생,68.0,2002-01-01
783,중랑,강도,검거,57.0,2002-01-01
784,중랑,강간,발생,72.0,2002-01-01
785,중랑,강간,검거,72.0,2002-01-01
786,중랑,절도,발생,2627.0,2002-01-01
787,중랑,절도,검거,2409.0,2002-01-01
788,중랑,폭력,발생,3992.0,2002-01-01
789,중랑,폭력,검거,3488.0,2002-01-01
790,강남,살인,발생,3.0,2002-01-01
791,강남,살인,검거,6.0,2002-01-01
792,강남,강도,발생,252.0,2002-01-01
793,강남,강도,검거,207.0,2002-01-01
794,강남,강간,발생,80.0,2002-01-01
795,강남,강간,검거,58.0,2002-01-01
796,강남,절도,발생,3744.0,2002-01-01
797,강남,절도,검거,2218.0,2002-01-01
798,강남,폭력,발생,3787.0,2002-01-01
799,강남,폭력,검거,3450.0,2002-01-01
800,관악,살인,발생,8.0,2002-01-01
801,관악,살인,검거,8.0,2002-01-01
802,관악,강도,발생,66.0,2002-01-01
803,관악,강도,검거,43.0,2002-01-01
804,관악,강간,발생,106.0,2002-01-01
805,관악,강간,검거,40.0,2002-01-01
806,관악,절도,발생,2625.0,2002-01-01
807,관악,절도,검거,1470.0,2002-01-01
808,관악,폭력,발생,2915.0,2002-01-01
809,관악,폭력,검거,2604.0,2002-01-01
810,강서,살인,발생,8.0,2002-01-01
811,강서,살인,검거,10.0,2002-01-01
812,강서,강도,발생,71.0,2002-01-01
813,강서,강도,검거,71.0,2002-01-01
814,강서,강간,발생,80.0,2002-01-01
815,강서,강간,검거,74.0,2002-01-01
816,강서,절도,발생,2504.0,2002-01-01
817,강서,절도,검거,1473.0,2002-01-01
818,강서,폭력,발생,4134.0,2002-01-01
819,강서,폭력,검거,3791.0,2002-01-01
820,강동,살인,발생,6.0,2002-01-01
821,강동,살인,검거,6.0,2002-01-01
822,강동,강도,발생,66.0,2002-01-01
823,강동,강도,검거,63.0,2002-01-01
824,강동,강간,발생,60.0,2002-01-01
825,강동,강간,검거,54.0,2002-01-01
826,강동,절도,발생,1666.0,2002-01-01
827,강동,절도,검거,1633.0,2002-01-01
828,강동,폭력,발생,3255.0,2002-01-01
829,강동,폭력,검거,2990.0,2002-01-01
830,종암,살인,발생,5.0,2002-01-01
831,종암,살인,검거,5.0,2002-01-01
832,종암,강도,발생,52.0,2002-01-01
833,종암,강도,검거,49.0,2002-01-01
834,종암,강간,발생,51.0,2002-01-01
835,종암,강간,검거,50.0,2002-01-01
836,종암,절도,발생,1772.0,2002-01-01
837,종암,절도,검거,1745.0,2002-01-01
838,종암,폭력,발생,2306.0,2002-01-01
839,종암,폭력,검거,2091.0,2002-01-01
840,구로,살인,발생,4.0,2002-01-01
841,구로,살인,검거,7.0,2002-01-01
842,구로,강도,발생,75.0,2002-01-01
843,구로,강도,검거,52.0,2002-01-01
844,구로,강간,발생,82.0,2002-01-01
845,구로,강간,검거,55.0,2002-01-01
846,구로,절도,발생,2417.0,2002-01-01
847,구로,절도,검거,1447.0,2002-01-01
848,구로,폭력,발생,3158.0,2002-01-01
849,구로,폭력,검거,2710.0,2002-01-01
850,서초,살인,발생,6.0,2002-01-01
851,서초,살인,검거,5.0,2002-01-01
852,서초,강도,발생,121.0,2002-01-01
853,서초,강도,검거,76.0,2002-01-01
854,서초,강간,발생,108.0,2002-01-01
855,서초,강간,검거,60.0,2002-01-01
856,서초,절도,발생,1912.0,2002-01-01
857,서초,절도,검거,1163.0,2002-01-01
858,서초,폭력,발생,2552.0,2002-01-01
859,서초,폭력,검거,2358.0,2002-01-01
860,양천,살인,발생,6.0,2002-01-01
861,양천,살인,검거,7.0,2002-01-01
862,양천,강도,발생,75.0,2002-01-01
863,양천,강도,검거,74.0,2002-01-01
864,양천,강간,발생,49.0,2002-01-01
865,양천,강간,검거,46.0,2002-01-01
866,양천,절도,발생,2377.0,2002-01-01
867,양천,절도,검거,1793.0,2002-01-01
868,양천,폭력,발생,3016.0,2002-01-01
869,양천,폭력,검거,2679.0,2002-01-01
870,송파,살인,발생,6.0,2002-01-01
871,송파,살인,검거,6.0,2002-01-01
872,송파,강도,발생,54.0,2002-01-01
873,송파,강도,검거,76.0,2002-01-01
874,송파,강간,발생,43.0,2002-01-01
875,송파,강간,검거,41.0,2002-01-01
876,송파,절도,발생,1792.0,2002-01-01
877,송파,절도,검거,1438.0,2002-01-01
878,송파,폭력,발생,2856.0,2002-01-01
879,송파,폭력,검거,2521.0,2002-01-01
880,노원,살인,발생,7.0,2002-01-01
881,노원,살인,검거,6.0,2002-01-01
882,노원,강도,발생,25.0,2002-01-01
883,노원,강도,검거,29.0,2002-01-01
884,노원,강간,발생,36.0,2002-01-01
885,노원,강간,검거,31.0,2002-01-01
886,노원,절도,발생,1220.0,2002-01-01
887,노원,절도,검거,928.0,2002-01-01
888,노원,폭력,발생,2201.0,2002-01-01
889,노원,폭력,검거,2051.0,2002-01-01
890,방배,살인,발생,4.0,2002-01-01
891,방배,살인,검거,5.0,2002-01-01
892,방배,강도,발생,63.0,2002-01-01
893,방배,강도,검거,49.0,2002-01-01
894,방배,강간,발생,107.0,2002-01-01
895,방배,강간,검거,39.0,2002-01-01
896,방배,절도,발생,1387.0,2002-01-01
897,방배,절도,검거,1194.0,2002-01-01
898,방배,폭력,발생,1513.0,2002-01-01
899,방배,폭력,검거,1318.0,2002-01-01
900,은평,살인,발생,3.0,2002-01-01
901,은평,살인,검거,3.0,2002-01-01
902,은평,강도,발생,45.0,2002-01-01
903,은평,강도,검거,37.0,2002-01-01
904,은평,강간,발생,24.0,2002-01-01
905,은평,강간,검거,21.0,2002-01-01
906,은평,절도,발생,1638.0,2002-01-01
907,은평,절도,검거,1033.0,2002-01-01
908,은평,폭력,발생,2050.0,2002-01-01
909,은평,폭력,검거,1781.0,2002-01-01
910,도봉,살인,발생,2.0,2002-01-01
911,도봉,살인,검거,2.0,2002-01-01
912,도봉,강도,발생,36.0,2002-01-01
913,도봉,강도,검거,31.0,2002-01-01
914,도봉,강간,발생,41.0,2002-01-01
915,도봉,강간,검거,37.0,2002-01-01
916,도봉,절도,발생,1790.0,2002-01-01
917,도봉,절도,검거,1832.0,2002-01-01
918,도봉,폭력,발생,2735.0,2002-01-01
919,도봉,폭력,검거,2500.0,2002-01-01
920,수서,살인,발생,7.0,2002-01-01
921,수서,살인,검거,8.0,2002-01-01
922,수서,강도,발생,52.0,2002-01-01
923,수서,강도,검거,56.0,2002-01-01
924,수서,강간,발생,47.0,2002-01-01
925,수서,강간,검거,32.0,2002-01-01
926,수서,절도,발생,2120.0,2002-01-01
927,수서,절도,검거,1156.0,2002-01-01
928,수서,폭력,발생,2803.0,2002-01-01
929,수서,폭력,검거,2449.0,2002-01-01
930,중부,살인,발생,0.0,2003-01-01
931,중부,살인,검거,0.0,2003-01-01
932,중부,강도,발생,46.0,2003-01-01
933,중부,강도,검거,50.0,2003-01-01
934,중부,강간,발생,70.0,2003-01-01
935,중부,강간,검거,20.0,2003-01-01
936,중부,절도,발생,1077.0,2003-01-01
937,중부,절도,검거,645.0,2003-01-01
938,중부,폭력,발생,1296.0,2003-01-01
939,중부,폭력,검거,1177.0,2003-01-01
940,종로,살인,발생,3.0,2003-01-01
941,종로,살인,검거,3.0,2003-01-01
942,종로,강도,발생,33.0,2003-01-01
943,종로,강도,검거,32.0,2003-01-01
944,종로,강간,발생,36.0,2003-01-01
945,종로,강간,검거,34.0,2003-01-01
946,종로,절도,발생,754.0,2003-01-01
947,종로,절도,검거,590.0,2003-01-01
948,종로,폭력,발생,1402.0,2003-01-01
949,종로,폭력,검거,1256.0,2003-01-01
950,남대문,살인,발생,2.0,2003-01-01
951,남대문,살인,검거,2.0,2003-01-01
952,남대문,강도,발생,37.0,2003-01-01
953,남대문,강도,검거,36.0,2003-01-01
954,남대문,강간,발생,26.0,2003-01-01
955,남대문,강간,검거,19.0,2003-01-01
956,남대문,절도,발생,1057.0,2003-01-01
957,남대문,절도,검거,862.0,2003-01-01
958,남대문,폭력,발생,1185.0,2003-01-01
959,남대문,폭력,검거,1110.0,2003-01-01
960,서대문,살인,발생,3.0,2003-01-01
961,서대문,살인,검거,2.0,2003-01-01
962,서대문,강도,발생,156.0,2003-01-01
963,서대문,강도,검거,147.0,2003-01-01
964,서대문,강간,발생,46.0,2003-01-01
965,서대문,강간,검거,43.0,2003-01-01
966,서대문,절도,발생,1812.0,2003-01-01
967,서대문,절도,검거,1357.0,2003-01-01
968,서대문,폭력,발생,1765.0,2003-01-01
969,서대문,폭력,검거,1611.0,2003-01-01
970,혜화,살인,발생,5.0,2003-01-01
971,혜화,살인,검거,6.0,2003-01-01
972,혜화,강도,발생,45.0,2003-01-01
973,혜화,강도,검거,41.0,2003-01-01
974,혜화,강간,발생,94.0,2003-01-01
975,혜화,강간,검거,38.0,2003-01-01
976,혜화,절도,발생,1435.0,2003-01-01
977,혜화,절도,검거,1059.0,2003-01-01
978,혜화,폭력,발생,1890.0,2003-01-01
979,혜화,폭력,검거,1753.0,2003-01-01
980,용산,살인,발생,14.0,2003-01-01
981,용산,살인,검거,12.0,2003-01-01
982,용산,강도,발생,105.0,2003-01-01
983,용산,강도,검거,127.0,2003-01-01
984,용산,강간,발생,55.0,2003-01-01
985,용산,강간,검거,46.0,2003-01-01
986,용산,절도,발생,1696.0,2003-01-01
987,용산,절도,검거,1400.0,2003-01-01
988,용산,폭력,발생,2092.0,2003-01-01
989,용산,폭력,검거,1788.0,2003-01-01
990,성북,살인,발생,4.0,2003-01-01
991,성북,살인,검거,5.0,2003-01-01
992,성북,강도,발생,36.0,2003-01-01
993,성북,강도,검거,33.0,2003-01-01
994,성북,강간,발생,38.0,2003-01-01
995,성북,강간,검거,27.0,2003-01-01
996,성북,절도,발생,707.0,2003-01-01
997,성북,절도,검거,912.0,2003-01-01
998,성북,폭력,발생,1549.0,2003-01-01
999,성북,폭력,검거,1409.0,2003-01-01
1000,동대문,살인,발생,8.0,2003-01-01
1001,동대문,살인,검거,10.0,2003-01-01
1002,동대문,강도,발생,120.0,2003-01-01
1003,동대문,강도,검거,143.0,2003-01-01
1004,동대문,강간,발생,90.0,2003-01-01
1005,동대문,강간,검거,78.0,2003-01-01
1006,동대문,절도,발생,2074.0,2003-01-01
1007,동대문,절도,검거,2076.0,2003-01-01
1008,동대문,폭력,발생,3448.0,2003-01-01
1009,동대문,폭력,검거,3453.0,2003-01-01
1010,마포,살인,발생,7.0,2003-01-01
1011,마포,살인,검거,6.0,2003-01-01
1012,마포,강도,발생,104.0,2003-01-01
1013,마포,강도,검거,86.0,2003-01-01
1014,마포,강간,발생,54.0,2003-01-01
1015,마포,강간,검거,46.0,2003-01-01
1016,마포,절도,발생,2873.0,2003-01-01
1017,마포,절도,검거,1777.0,2003-01-01
1018,마포,폭력,발생,3374.0,2003-01-01
1019,마포,폭력,검거,3032.0,2003-01-01
1020,영등포,살인,발생,8.0,2003-01-01
1021,영등포,살인,검거,9.0,2003-01-01
1022,영등포,강도,발생,76.0,2003-01-01
1023,영등포,강도,검거,63.0,2003-01-01
1024,영등포,강간,발생,54.0,2003-01-01
1025,영등포,강간,검거,49.0,2003-01-01
1026,영등포,절도,발생,2415.0,2003-01-01
1027,영등포,절도,검거,2226.0,2003-01-01
1028,영등포,폭력,발생,2493.0,2003-01-01
1029,영등포,폭력,검거,2261.0,2003-01-01
1030,성동,살인,발생,2.0,2003-01-01
1031,성동,살인,검거,2.0,2003-01-01
1032,성동,강도,발생,67.0,2003-01-01
1033,성동,강도,검거,70.0,2003-01-01
1034,성동,강간,발생,45.0,2003-01-01
1035,성동,강간,검거,28.0,2003-01-01
1036,성동,절도,발생,2087.0,2003-01-01
1037,성동,절도,검거,2507.0,2003-01-01
1038,성동,폭력,발생,2462.0,2003-01-01
1039,성동,폭력,검거,2257.0,2003-01-01
1040,동작,살인,발생,9.0,2003-01-01
1041,동작,살인,검거,10.0,2003-01-01
1042,동작,강도,발생,83.0,2003-01-01
1043,동작,강도,검거,45.0,2003-01-01
1044,동작,강간,발생,64.0,2003-01-01
1045,동작,강간,검거,64.0,2003-01-01
1046,동작,절도,발생,2348.0,2003-01-01
1047,동작,절도,검거,2074.0,2003-01-01
1048,동작,폭력,발생,2384.0,2003-01-01
1049,동작,폭력,검거,2138.0,2003-01-01
1050,광진,살인,발생,6.0,2003-01-01
1051,광진,살인,검거,8.0,2003-01-01
1052,광진,강도,발생,168.0,2003-01-01
1053,광진,강도,검거,155.0,2003-01-01
1054,광진,강간,발생,113.0,2003-01-01
1055,광진,강간,검거,74.0,2003-01-01
1056,광진,절도,발생,3112.0,2003-01-01
1057,광진,절도,검거,2026.0,2003-01-01
1058,광진,폭력,발생,4046.0,2003-01-01
1059,광진,폭력,검거,3578.0,2003-01-01
1060,서부,살인,발생,3.0,2003-01-01
1061,서부,살인,검거,4.0,2003-01-01
1062,서부,강도,발생,64.0,2003-01-01
1063,서부,강도,검거,97.0,2003-01-01
1064,서부,강간,발생,47.0,2003-01-01
1065,서부,강간,검거,45.0,2003-01-01
1066,서부,절도,발생,2045.0,2003-01-01
1067,서부,절도,검거,1529.0,2003-01-01
1068,서부,폭력,발생,2330.0,2003-01-01
1069,서부,폭력,검거,2180.0,2003-01-01
1070,강북,살인,발생,9.0,2003-01-01
